,fullName,termType,rxcui
19098,{1 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) / 10 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) } Pack [Zolgensma Kit 15.6 - 16.0 kg],BPCK,2630855
19099,{1 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) / 11 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) } Pack [Zolgensma Kit 17.1 - 17.5 kg],BPCK,2630858
19100,{1 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) / 12 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) } Pack [Zolgensma Kit 18.6 - 19.0 kg],BPCK,2630861
19101,{1 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) / 13 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) } Pack [Zolgensma Kit 20.1 - 20.5 kg],BPCK,2630864
19102,{1 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) / 2 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) } Pack [Zolgensma Kit 3.6 - 4.0 kg],BPCK,2170249
19103,{1 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) / 3 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) } Pack [Zolgensma Kit 5.1 - 5.5 kg],BPCK,2170289
19104,{1 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) / 4 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) } Pack [Zolgensma Kit 6.6 - 7.0 kg],BPCK,2170295
19105,{1 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) / 5 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) } Pack [Zolgensma Kit 8.1 - 8.5 kg],BPCK,2170279
19106,{1 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) / 6 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) } Pack [Zolgensma Kit 9.6 - 10.0 kg],BPCK,2170259
19107,{1 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) / 7 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) } Pack [Zolgensma Kit 11.1 - 11.5 kg],BPCK,2170265
19108,{1 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) / 8 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) } Pack [Zolgensma Kit 12.6 - 13.0 kg],BPCK,2170297
19109,{1 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) / 9 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection [Zolgensma]) } Pack [Zolgensma Kit 14.1 - 14.5 kg],BPCK,2630833
19110,{1 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection) / 10 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection) } Pack,GPCK,2630769
19111,{1 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection) / 11 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection) } Pack,GPCK,2630775
19112,{1 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection) / 12 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection) } Pack,GPCK,2630781
19113,{1 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection) / 13 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection) } Pack,GPCK,2630787
19114,{1 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection) / 2 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection) } Pack,GPCK,2170248
19115,{1 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection) / 3 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection) } Pack,GPCK,2170288
19116,{1 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection) / 4 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection) } Pack,GPCK,2170294
19117,{1 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection) / 5 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection) } Pack,GPCK,2170278
19118,{1 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection) / 6 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection) } Pack,GPCK,2170258
19119,{1 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection) / 7 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection) } Pack,GPCK,2170264
19120,{1 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection) / 8 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection) } Pack,GPCK,2170296
19121,{1 (5.5 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection) / 9 (8.3 ML onasemnogene abeparvovec-xioi 20000000000000 VECTOR-GENOMES/ML Injection) } Pack,GPCK,2630763
19122,{1 (50000 MG) (halobetasol propionate 0.0005 MG/MG Topical Ointment) / 1 (225000 MG) (lactic acid 100 MG/ML Topical Cream) } Pack,GPCK,1301695
19123,{1 (50000 MG) (halobetasol propionate 0.0005 MG/MG Topical Ointment) / 1 (225000 MG) (lactic acid 100 MG/ML Topical Cream) } Pack [Ultravate X Ointment],BPCK,1301696
19124,{1 (50000 MG) (halobetasol propionate 0.5 MG/ML Topical Cream) / 1 (225000 MG) (lactic acid 100 MG/ML Topical Cream) } Pack,GPCK,1301693
19125,{1 (50000 MG) (halobetasol propionate 0.5 MG/ML Topical Cream) / 1 (225000 MG) (lactic acid 100 MG/ML Topical Cream) } Pack [Ultravate X Cream],BPCK,1301694
19126,{1 (60 ML) (benzalkonium chloride 1 MG/ML Topical Solution [Pronto Plus Lice Egg Remover]) / 1 (60 ML) (piperonyl butoxide 40 MG/ML / pyrethrins 3.3 MG/ML Medicated Shampoo [Pronto Plus]) } Pack [Pronto Plus Complete Lice Remover System],BPCK,1049759
19127,{1 (60 ML) (benzalkonium chloride 1 MG/ML Topical Solution) / 1 (60 ML) (piperonyl butoxide 40 MG/ML / pyrethrins 3.3 MG/ML Medicated Shampoo) } Pack,GPCK,1049756
19128,{1 (60000 MG) (salicylic acid 0.06 MG/MG Topical Gel [Keralyt]) / 1 (160 ML) (salicylic acid 60 MG/ML Medicated Shampoo [Keralyt]) } Pack [Keralyt Scalp],BPCK,883501
19129,{1 (60000 MG) (salicylic acid 0.06 MG/MG Topical Gel) / 1 (160 ML) (salicylic acid 60 MG/ML Medicated Shampoo) } Pack,GPCK,866892
19130,{1 (70000 MG) (salicylic acid 60 MG/ML Topical Foam [Salvax]) / 1 (150000 MG) (urea 350 MG/ML Topical Foam [Hydro 35]) } Pack [Salvax Duo Plus],BPCK,1247825
19131,{1 (70000 MG) (salicylic acid 60 MG/ML Topical Foam) / 1 (150000 MG) (urea 350 MG/ML Topical Foam) } Pack,GPCK,1247823
19132,{1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream [Monistat]) / 1 (45000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream [Monistat]) } Pack [Monistat 7 Vaginal Cream Combination Pack],BPCK,992784
19133,{1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream [Monistat]) / 3 (5000 MG) (miconazole nitrate 40 MG/ML Vaginal Cream [Monistat]) } Pack [Monistat 3 Vaginal Cream Combination Pack with Vaginal Creams],BPCK,1536604
19134,{1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream [Monistat]) / 3 (miconazole nitrate 200 MG Vaginal Insert [Monistat]) } Pack [Monistat 3 Day Ovule Combination Pack],BPCK,992771
19135,{1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream [Monistat]) / 7 (5000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream [Monistat]) } Pack [Monistat 7 Vaginal Cream Combination Pack with Vaginal Creams],BPCK,1536610
19136,{1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream [Vagistat]) / 3 (miconazole nitrate 200 MG Vaginal Insert [Vagistat]) } Pack [Vagistat 3 Day Combination Pack],BPCK,992792
19137,{1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream) / 1 (45000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream) } Pack,GPCK,992781
19138,{1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream) / 3 (5000 MG) (miconazole nitrate 40 MG/ML Vaginal Cream) } Pack,GPCK,992816
19139,{1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream) / 3 (miconazole nitrate 200 MG Vaginal Insert) } Pack,GPCK,992766
19140,{1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream) / 7 (5000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream) } Pack,GPCK,1854816
19141,{1 (acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 0.667 MG/ML / doxylamine succinate 0.417 MG/ML / phenylephrine hydrochloride 0.333 MG/ML Oral Solution) / 1 (acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 0.667 MG/ML / guaifenesin 13.3 MG/ML / phenylephrine hydrochloride 0.333 MG/ML Oral Solution) } Pack,GPCK,2637731
19142,{1 (acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 0.667 MG/ML / phenylephrine hydrochloride 0.333 MG/ML Oral Solution) / 1 (acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution) } Pack,GPCK,2637726
19143,{1 (acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 0.667 MG/ML / phenylephrine hydrochloride 0.333 MG/ML Oral Solution) / 1 (acetaminophen 21.7 MG/ML / diphenhydramine hydrochloride 0.833 MG/ML / phenylephrine hydrochloride 0.333 MG/ML Oral Solution) } Pack,GPCK,1803669
19144,{1 (acetaminophen 250 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Capsule) / 1 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / phenylephrine hydrochloride 5 MG Oral Capsule) } Pack,GPCK,1927849
19145,{1 (acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) / 1 (acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML / triprolidine hydrochloride 0.125 MG/ML Oral Solution) } Pack,GPCK,2637727
19146,{1 (acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) / 1 (acetaminophen 32.5 MG/ML / diphenhydramine hydrochloride 1.25 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) } Pack,GPCK,1424850
19147,{1 (acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML / triprolidine hydrochloride 0.125 MG/ML Oral Solution) / 1 (acetaminophen 32.5 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) } Pack,GPCK,2397132
19148,{1 (acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML / triprolidine hydrochloride 0.125 MG/ML Oral Solution) / 1 (dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) } Pack,GPCK,2288826
19149,{1 (acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / triprolidine hydrochloride 0.125 MG/ML Oral Solution) / 1 (dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) } Pack,GPCK,2390630
19150,{1 (acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / triprolidine hydrochloride 0.125 MG/ML Oral Solution) / 1 (dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML Oral Solution) } Pack,GPCK,2287760
19151,{1 (acetaminophen 32.5 MG/ML / diphenhydramine hydrochloride 1.25 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) / 1 (acetaminophen 32.5 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) } Pack,GPCK,1537095
19152,{1 (acetaminophen 32.5 MG/ML / diphenhydramine hydrochloride 1.25 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) / 1 (dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) } Pack,GPCK,2637728
19153,{1 (acetaminophen 32.5 MG/ML / diphenhydramine hydrochloride 1.25 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) / 1 (dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML Oral Solution) } Pack,GPCK,2637730
19154,{1 (acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 1 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack,GPCK,2634819
19155,{1 (acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 1 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack,GPCK,2634560
19156,{1 (acetaminophen 325 MG / chlorpheniramine maleate 2 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 1 (acetaminophen 325 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack,GPCK,2634561
19157,{1 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / phenylephrine hydrochloride 5 MG Oral Capsule) / 1 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Capsule) } Pack,GPCK,2634364
19158,{1 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / phenylephrine hydrochloride 5 MG Oral Capsule) / 1 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Capsule) } Pack,GPCK,2634363
19159,{1 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 1 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack,GPCK,2634817
19160,{1 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 100 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 1 (acetaminophen 325 MG / diphenhydramine hydrochloride 25 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack,GPCK,2634562
19161,{1 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 1 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG / triprolidine hydrochloride 1.25 MG Oral Tablet) } Pack,GPCK,2560237
19162,{1 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 1 (acetaminophen 325 MG / diphenhydramine hydrochloride 12.5 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack,GPCK,2634816
19163,{1 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 1 (acetaminophen 325 MG / diphenhydramine hydrochloride 25 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack,GPCK,1424551
19164,{1 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Capsule) / 1 (acetaminophen 325 MG / dextromethorphan hydrobromide 15 MG / doxylamine succinate 6.25 MG Oral Capsule) } Pack,GPCK,2634564
19165,{1 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 1 (acetaminophen 325 MG / diphenhydramine hydrochloride 12.5 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack,GPCK,1799180
19166,{1 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / triprolidine hydrochloride 1.25 MG Oral Tablet) / 1 (dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack,GPCK,2560238
19167,{1 (acetaminophen 325 MG / diphenhydramine hydrochloride 12.5 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 1 (acetaminophen 325 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack,GPCK,2634398
19168,{1 (acetaminophen 325 MG / diphenhydramine hydrochloride 12.5 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 1 (dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack,GPCK,2634815
19169,{1 (acetaminophen 325 MG / diphenhydramine hydrochloride 25 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 1 (acetaminophen 325 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack,GPCK,2634818
19170,{1 (acetaminophen 325 MG / diphenhydramine hydrochloride 25 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 1 (dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack,GPCK,1535609
19171,{1 (acetaminophen 325 MG / doxylamine succinate 6.25 MG / phenylephrine hydrochloride 5 MG Oral Capsule) / 1 (acetaminophen 325 MG / phenylephrine hydrochloride 5 MG Oral Capsule) } Pack,GPCK,2634822
19172,{1 (acetaminophen 33.3 MG/ML / dextromethorphan hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution) / 1 (acetaminophen 33.3 MG/ML / dextromethorphan hydrobromide 1 MG/ML Oral Solution) } Pack,GPCK,1242575
19173,{1 (acetaminophen 500 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 15 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet) / 1 (acetaminophen 500 MG / dextromethorphan hydrobromide 15 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet) } Pack,GPCK,2558505
19174,{1 (acetaminophen 500 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 15 MG Oral Tablet) / 1 (dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG Oral Capsule) } Pack,GPCK,1250983
19175,{1 (acetaminophen 500 MG / chlorpheniramine maleate 2 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 1 (acetaminophen 500 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack,GPCK,1101555
19176,{1 (aprepitant 125 MG Oral Capsule [Emend]) / 2 (aprepitant 80 MG Oral Capsule [Emend]) } Pack [Emend Tri-Fold Pack],BPCK,754509
19177,{1 (aprepitant 125 MG Oral Capsule) / 2 (aprepitant 80 MG Oral Capsule) } Pack,GPCK,754508
19178,{1 (ascorbic acid 7540 MG / polyethylene glycol 3350 40000 MG / potassium chloride 1200 MG / sodium ascorbate 48110 MG / sodium chloride 3200 MG Powder for Oral Solution) / 1 (polyethylene glycol 3350 100000 MG / potassium chloride 1000 MG / sodium chloride 2000 MG / sodium sulfate 9000 MG Powder for Oral Solution) } Pack,GPCK,2045244
19179,{1 (ascorbic acid 7540 MG / polyethylene glycol 3350 40000 MG / potassium chloride 1200 MG / sodium ascorbate 48110 MG / sodium chloride 3200 MG Powder for Oral Solution) / 1 (polyethylene glycol 3350 100000 MG / potassium chloride 1000 MG / sodium chloride 2000 MG / sodium sulfate 9000 MG Powder for Oral Solution) } Pack [Plenvu],BPCK,2045245
19180,{1 (benzoyl peroxide 50 MG/ML Medicated Pad) / 1 (salicylic acid 20 MG/ML Medicated Pad) } Pack,GPCK,999473
19181,{1 (bisacodyl 5 MG Delayed Release Oral Tablet) / 1 (2000 ML) (polyethylene glycol 3350 210000 MG / potassium chloride 740 MG / sodium bicarbonate 2860 MG / sodium chloride 5600 MG Powder for Oral Solution) } Pack,GPCK,1000479
19182,{1 (brompheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) / 1 (diphenhydramine hydrochloride 1.25 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) } Pack,GPCK,1666116
19183,{1 (cariprazine 1.5 MG Oral Capsule [Vraylar]) / 6 (cariprazine 3 MG Oral Capsule [Vraylar]) } Pack [Vraylar 1.5/3 Mixed Pack],BPCK,1741747
19184,{1 (cariprazine 1.5 MG Oral Capsule) / 6 (cariprazine 3 MG Oral Capsule) } Pack,GPCK,1741746
19185,{1 (dextromethorphan hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution) / 1 (dextromethorphan hydrobromide 1 MG/ML Oral Solution) } Pack,GPCK,1360638
19186,{1 (dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML Oral Solution) / 1 (dextromethorphan hydrobromide 1.5 MG/ML / doxylamine succinate 0.625 MG/ML Oral Solution) } Pack,GPCK,2056073
19187,{1 (dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) / 1 (diphenhydramine hydrochloride 1.25 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) } Pack,GPCK,1730190
19188,{1 (dextromethorphan hydrobromide 2 MG/ML / guaifenesin 40 MG/ML Oral Solution) / 1 (dextromethorphan hydrobromide 3 MG/ML / doxylamine succinate 1.25 MG/ML Oral Solution) } Pack,GPCK,1795585
19189,{1 (diphenhydramine hydrochloride 25 MG / phenylephrine hydrochloride 10 MG Oral Tablet) / 1 (phenylephrine hydrochloride 10 MG Oral Tablet) } Pack,GPCK,2639176
19190,{1 (miconazole nitrate 1200 MG Vaginal Insert [Monistat]) / 1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream [Monistat]) } Pack [Monistat 1 Day Ovule Combination Pack],BPCK,992778
19191,{1 (miconazole nitrate 1200 MG Vaginal Insert) / 1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream) } Pack,GPCK,992775
19192,{1 (peanut (Arachis hypogaea) allergen-dnfp 100 MG Oral Powder [Palforzia]) / 1 (peanut (Arachis hypogaea) allergen-dnfp 20 MG Oral Powder [Palforzia]) } Pack [Palforzia 120 MG (Level 7)],BPCK,2279445
19193,{1 (peanut (Arachis hypogaea) allergen-dnfp 100 MG Oral Powder [Palforzia]) / 3 (peanut (Arachis hypogaea) allergen-dnfp 20 MG Oral Powder [Palforzia]) } Pack [Palforzia 160 MG (Level 8)],BPCK,2279447
19194,{1 (peanut (Arachis hypogaea) allergen-dnfp 100 MG Oral Powder) / 1 (peanut (Arachis hypogaea) allergen-dnfp 20 MG Oral Powder) } Pack,GPCK,2279442
19195,{1 (peanut (Arachis hypogaea) allergen-dnfp 100 MG Oral Powder) / 3 (peanut (Arachis hypogaea) allergen-dnfp 20 MG Oral Powder) } Pack,GPCK,2279446
19196,{1 (peanut (Arachis hypogaea) allergen-dnfp 20 MG Oral Powder [Palforzia]) } Pack [Palforzia 20 MG (Level 4)],BPCK,2279437
19197,{1 (peanut (Arachis hypogaea) allergen-dnfp 20 MG Oral Powder) } Pack,GPCK,2279436
19198,{1 (peanut (Arachis hypogaea) allergen-dnfp 300 MG Oral Powder [Palforzia]) } Pack [Palforzia 300 MG (Level 11)],BPCK,2279457
19199,{1 (peanut (Arachis hypogaea) allergen-dnfp 300 MG Oral Powder) } Pack,GPCK,2279454
19200,{1 (sodium phenylbutyrate 2000 MG Granules for Oral Suspension [Olpruva]) / 1 (sodium phenylbutyrate 3000 MG Granules for Oral Suspension [Olpruva]) } Pack [Olpruva 5 GM Pack],BPCK,2626393
19201,{1 (sodium phenylbutyrate 2000 MG Granules for Oral Suspension [Olpruva]) } Pack [Olpruva 2 GM Pack],BPCK,2626387
19202,{1 (sodium phenylbutyrate 2000 MG Granules for Oral Suspension) / 1 (sodium phenylbutyrate 3000 MG Granules for Oral Suspension) } Pack,GPCK,2626392
19203,{1 (sodium phenylbutyrate 2000 MG Granules for Oral Suspension) } Pack,GPCK,2626386
19204,{1 (sodium phenylbutyrate 3000 MG Granules for Oral Suspension [Olpruva]) / 1 (sodium phenylbutyrate 3670 MG Granules for Oral Suspension [Olpruva]) } Pack [Olpruva 6.67 GM Pack],BPCK,2626401
19205,{1 (sodium phenylbutyrate 3000 MG Granules for Oral Suspension [Olpruva]) } Pack [Olpruva 3 GM Pack],BPCK,2626389
19206,{1 (sodium phenylbutyrate 3000 MG Granules for Oral Suspension) / 1 (sodium phenylbutyrate 3670 MG Granules for Oral Suspension) } Pack,GPCK,2626400
19207,{1 (sodium phenylbutyrate 3000 MG Granules for Oral Suspension) } Pack,GPCK,2626388
19208,{10 (10 ML etranacogene dezaparvovec-drlb 10000000000000 VECTOR-GENOMES/ML Injection [Hemgenix]) } Pack [Hemgenix Kit 46 - 50 KG],BPCK,2626781
19209,{10 (10 ML etranacogene dezaparvovec-drlb 10000000000000 VECTOR-GENOMES/ML Injection) } Pack,GPCK,2626780
